0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
0,42
0,43
0,44
0,45
1,46
1,47
1,48
1,49
1,50
1,51
1,52
1,53
1,54
1,55
1,56
1,57
2,58
2,59
2,60
2,61
2,62
2,63
2,64
2,65
3,66
3,67
3,68
3,69
3,70
3,71
3,72
4,73
4,74
4,75
4,76
4,77
4,78
5,79
5,80
5,81
5,82
5,83
6,84
6,85
6,86
6,87
7,88
7,89
7,90
7,91
7,92
8,93
8,94
8,95
8,96
9,97
9,98
9,99
10,100
10,101
10,102
11,103
11,104
11,105
11,106
13,107
12,108
13,109
13,110
13,111
13,112
14,113
14,114
15,115
15,116
15,117
16,118
17,119
17,120
17,121
18,122
18,123
19,124
19,125
20,126
20,127
20,128
21,129
21,130
22,131
22,132
23,133
23,134
24,135
24,136
25,137
26,138
26,139
27,140
27,141
28,142
28,143
29,144
30,145
30,146
31,147
31,148
32,149
33,150
33,151
34,152
35,153
35,154
36,155
37,156
37,157
38,158
39,159
40,160
41,161
41,162
42,163
43,164
43,165
44,166
45,167
46,168
47,169
48,170
49,171
51,172
51,173
51,174
52,175
53,176
53,177
55,178
55,179
56,180
57,181
58,182
59,183
61,184
61,185
62,186
64,187
64,188
65,189
66,190
67,191
69,192
70,193
71,194
71,195
73,196
74,197
75,198
76,199
78,200
80,201
80,202
81,203
83,204
83,205
84,206
86,207
88,208
88,209
90,210
91,211
93,212
93,213
95,214
96,215
97,216
98,217
100,218
102,219
103,220
104,221
107,222
108,223
112,224
111,225
111,226
113,227
115,228
117,229
117,230
120,231
121,232
122,233
124,234
125,235
127,236
128,237
131,238
132,239
135,240
135,241
137,242
138,243
140,244
142,245
143,246
145,247
147,248
149,249
150,250
153,251
154,252
156,253
158,254
159,255
162,256
164,257
166,258
168,259
170,260
171,261
172,262
175,263
177,264
179,265
182,266
184,267
187,268
188,269
190,270
192,271
193,272
196,273
198,274
200,275
202,276
204,277
207,278
209,279
212,280
213,281
216,282
219,283
221,284
223,285
225,286
228,287
230,288
234,289
234,290
238,291
238,292
242,293
243,294
247,295
249,296
251,297
255,298
274,299
259,300
263,301
281,302
267,303
271,304
272,305
276,306
278,307
281,308
284,309
287,310
289,311
292,312
294,313
297,314
299,315
302,316
304,317
309,318
311,319
315,320
317,321
320,322
323,323
327,324
329,325
332,326
335,327
339,328
342,329
345,330
347,331
352,332
355,333
357,334
361,335
363,336
367,337
370,338
374,339
378,340
380,341
384,342
388,343
390,344
394,345
397,346
400,347
404,348
407,349
410,350
413,351
419,352
421,353
425,354
428,355
432,356
436,357
